,bought_qty,sold_qty,bought_value,sold_value,total_fees,gross_pnl,net_pnl,open_buy_qty,open_sell_qty,aggress_edge,submitted,fill_ratio,date
104,3797,3799,587346000.0,587637000.0,-987.48,-17685.0,-18672.48,0,0,0.2,7451,0.5097302375520064,20210122
105,623,621,94100500.0,93802500.0,-161.72,4775.0,4613.28,0,0,1.4,983,0.6327568667344863,20210105
106,574,572,88624800.0,88316900.0,-148.98,1160.0,1011.02,0,0,1.4,1011,0.5667655786350149,20210111
107,447,445,69209700.0,68901500.0,-115.96,1290.0,1174.04,0,0,1.4,721,0.6185852981969486,20210113
108,903,901,138632000.0,138326000.0,-234.52,2905.0,2670.48,0,0,1.4,1631,0.5530349478847333,20210125
109,438,436,67768600.0,67460500.0,-113.62,1345.0,1231.38,0,0,1.4,719,0.60778859527121,20210107
110,282,284,43728200.0,44040900.0,-73.58,1940.0,1866.42,0,0,1.4,408,0.6936274509803921,20210120
111,259,259,40263600.0,40263500.0,-67.34,-110.0,-177.34,0,0,1.4,399,0.6491228070175439,20210121
112,694,692,106551000.0,106248000.0,-180.18,4925.0,4744.82,0,0,1.4,1221,0.5675675675675675,20210115
113,739,737,114124000.0,113820000.0,-191.88,6010.0,5818.12,0,0,1.4,1262,0.5847860538827259,20210108
114,661,663,102154000.0,102468000.0,-172.12,3755.0,3582.88,0,0,1.4,1281,0.516783762685402,20210112
115,1118,1118,167842000.0,167853000.0,-290.68,11205.0,10914.32,0,0,1.4,2002,0.5584415584415584,20210104
116,296,297,45914500.0,46070700.0,-77.09,1680.0,1602.91,0,0,1.4,473,0.6268498942917548,20210114
117,1048,1047,160677000.0,160533000.0,-272.35,9560.0,9287.65,0,0,1.4,2359,0.4440440864773209,20210106
118,363,365,55982200.0,56291800.0,-94.64,1380.0,1285.36,0,0,1.4,588,0.6190476190476191,20210119
119,199,199,30753300.0,30755000.0,-51.74,1680.0,1628.26,0,0,1.4,319,0.6238244514106583,20210122
120,3794,3795,573511000.0,573642000.0,-986.57,-19930.0,-20916.57,0,0,0.0,8388,0.4523724368144969,20210105
121,3326,3328,513933000.0,514225000.0,-865.02,-17095.0,-17960.02,0,0,0.0,8935,0.3723559037493005,20210111
122,3540,3540,548301000.0,548283000.0,-920.4,-18830.0,-19750.4,0,0,0.0,8635,0.40995946728430804,20210113
123,3309,3309,508979000.0,508959000.0,-860.34,-20095.0,-20955.34,0,0,0.0,8382,0.3947745168217609,20210125
124,3694,3695,571979000.0,572115000.0,-960.57,-19030.0,-19990.57,0,0,0.0,8472,0.4360835694050991,20210107
125,4050,4050,628478000.0,628458000.0,-1053.0,-20405.0,-21458.0,0,0,0.0,8264,0.4900774443368829,20210120
126,3895,3897,605555000.0,605844000.0,-1012.96,-21590.0,-22602.96,0,0,0.0,8037,0.4847579942764713,20210121
127,3312,3312,509187000.0,509170000.0,-861.12,-17930.0,-18791.12,0,0,0.0,8912,0.37163375224416517,20210115
128,3542,3542,547018000.0,547002000.0,-920.92,-16190.0,-17110.92,0,0,0.0,9068,0.3906043228936921,20210108
129,2744,2744,424316000.0,424301000.0,-713.44,-14500.0,-15213.44,0,0,0.0,9327,0.29419963546692396,20210112
130,3283,3285,493286000.0,493568000.0,-853.84,-18460.0,-19313.84,0,0,0.0,8878,0.3699031313358865,20210104
131,3669,3669,569584000.0,569564000.0,-953.94,-19925.0,-20878.94,0,0,0.0,8411,0.4362144810367376,20210114
132,2966,2965,455998000.0,455826000.0,-771.03,-17885.0,-18656.03,0,0,0.0,8887,0.33368965905254866,20210106
133,3468,3470,534906000.0,535195000.0,-901.94,-19705.0,-20606.94,0,0,0.0,8397,0.413123734667143,20210119
134,3851,3851,595750000.0,595730000.0,-1001.26,-20500.0,-21501.26,0,0,0.0,8244,0.4671276079573023,20210122
135,3588,3588,542325000.0,542313000.0,-932.88,-12035.0,-12967.88,0,0,0.4,7090,0.506064880112835,20210105
136,3082,3082,476189000.0,476174000.0,-801.32,-14355.0,-15156.32,0,0,0.4,7249,0.4251620913229411,20210111
137,3126,3126,484152000.0,484140000.0,-812.76,-11425.0,-12237.76,0,0,0.4,6729,0.46455639768167634,20210113
138,3347,3348,514719000.0,514855000.0,-870.35,-18475.0,-19345.35,0,0,0.4,7521,0.44508708948278153,20210125
139,3292,3294,509712000.0,510007000.0,-856.18,-14385.0,-15241.18,0,0,0.4,6637,0.49615790266686755,20210107
140,3139,3141,487067000.0,487366000.0,-816.4,-11320.0,-12136.4,0,0,0.4,5782,0.5430646835005188,20210120
141,2871,2871,446330000.0,446319000.0,-746.46,-10990.0,-11736.46,0,0,0.4,5503,0.5217154279483918,20210121
